Surname,Pays,Sexe,Age,Score_Credit,Avoirs,Revenus_annuels,Carte_Platine,Nb_Contrats_Vie,Client_Patrimonial,Anciennete,Resiliation
Cross,Spain,Female,64.0,682.0,10000.0,216636.88,1.0,2.0,1.0,28.0,0
Longo,Germany,Female,24.0,651.0,,366682.66,1.0,1.0,1.0,22.0,0
Neumayer,Germany,Female,44.0,667.0,,124328.38,0.0,2.0,1.0,16.0,0
Streeton,Spain,Female,20.0,670.0,10000.0,249518.48,1.0,2.0,0.0,13.0,0
Maclean,France,,35.0,850.0,214100.94,17539.42,1.0,1.0,1.0,28.0,0
Barber,Spain,Male,31.0,629.0,275753.1,271724.22,1.0,1.0,1.0,19.0,0
Zhdanova,France,Male,22.0,550.0,318754.6,113443.04,1.0,1.0,1.0,19.0,0
He,France,Female,32.0,607.0,,402124.02,0.0,2.0,0.0,19.0,0
Warren,Germany,Female,31.0,748.0,209115.88,408510.64,1.0,1.0,0.0,,0
Uwaezuoke,France,Male,29.0,503.0,10000.0,297909.98,1.0,2.0,1.0,10.0,0
Niu,Spain,Male,27.0,659.0,10000.0,208683.74,1.0,2.0,0.0,13.0,0
Chukwukadibia,France,Male,41.0,735.0,369808.0,284361.9,1.0,1.0,1.0,22.0,0
Groom,France,,,572.0,10000.0,11110.56,1.0,2.0,1.0,7.0,0
Lueck,France,Male,54.0,692.0,10000.0,187443.68,1.0,2.0,1.0,16.0,0
Nwachukwu,Spain,Male,43.0,520.0,10000.0,,1.0,2.0,1.0,22.0,0
Somerville,France,Female,31.0,759.0,229697.2,94025.1,1.0,1.0,1.0,4.0,0
Lewis,France,Male,55.0,,,14535.76,1.0,1.0,0.0,19.0,0
Venables,Spain,Male,44.0,548.0,10000.0,43979.54,1.0,,0.0,25.0,0
Crawford,France,Male,43.0,672.0,10000.0,137666.18,0.0,1.0,0.0,16.0,0
Swanson,France,Female,44.0,554.0,194873.72,262067.8,1.0,1.0,0.0,19.0,0
Wilson,France,Female,38.0,571.0,224387.64,87925.88,0.0,2.0,0.0,19.0,0
Khan,France,Male,36.0,439.0,341072.56,257913.66,1.0,2.0,1.0,7.0,0
Bushell,Spain,Male,,757.0,164506.44,398479.26,0.0,1.0,1.0,16.0,0
Serra,Germany,Male,40.0,850.0,199214.16,83380.98,1.0,1.0,0.0,19.0,0
Barnard,France,Male,40.0,693.0,271323.92000000004,213837.92,,1.0,1.0,13.0,0
Cheng,Germany,Female,37.0,645.0,283850.18,316800.48,0.0,2.0,1.0,7.0,0
Pisani,France,Male,24.0,555.0,10000.0,,1.0,2.0,0.0,16.0,0
Oguejiofor,France,Female,42.0,779.0,10000.0,61903.82,0.0,2.0,0.0,16.0,0
Harding,France,Male,38.0,556.0,239512.28,396428.1,1.0,1.0,0.0,7.0,0
Smeaton,,Male,,752.0,10000.0,101141.68,1.0,2.0,1.0,7.0,0
Iroawuchi,Germany,Male,25.0,538.0,134965.9,215516.86,1.0,1.0,1.0,16.0,0
Long,,Male,32.0,798.0,10000.0,85463.9,0.0,2.0,1.0,22.0,0
Tsao,France,Female,31.0,718.0,246201.18,216330.3,1.0,2.0,0.0,1.0,0
Cummins,France,Female,64.0,,10000.0,22153.24,1.0,1.0,1.0,7.0,0
Saunders,France,Male,29.0,738.0,10000.0,350842.26,1.0,2.0,1.0,7.0,0
Ts'ai,France,Female,37.0,740.0,10000.0,398541.82,1.0,2.0,1.0,22.0,0
Greece,France,Male,54.0,736.0,233458.94,,0.0,2.0,1.0,22.0,0
Ch'iu,France,Male,40.0,,292273.58,145607.66,1.0,1.0,1.0,4.0,0
Fedorova,Germany,Female,62.0,555.0,239645.28,26889.0,0.0,1.0,1.0,31.0,0
Brown,Spain,Female,39.0,633.0,10000.0,392414.06,0.0,,0.0,7.0,0
Giordano,,Female,37.0,592.0,10000.0,263452.66000000003,1.0,2.0,1.0,,0
Yegorov,France,Male,42.0,707.0,43787.18,165005.12,1.0,1.0,1.0,,0
Chinedum,,Male,34.0,726.0,10000.0,402576.92,1.0,2.0,0.0,10.0,0
Jess,France,Female,,693.0,265984.5,110914.4,1.0,1.0,1.0,19.0,0
Zaitsev,Spain,Male,28.0,695.0,202041.72,125984.98,1.0,1.0,1.0,1.0,0
Barese,France,Female,48.0,559.0,10000.0,285922.82,0.0,2.0,1.0,,0
Dolgorukova,Germany,Female,,531.0,361509.74,131442.8,1.0,2.0,1.0,7.0,0
Whitfield,Spain,Male,30.0,616.0,10000.0,408199.02,1.0,2.0,0.0,,0
Feng,Spain,Male,57.0,563.0,10000.0,88594.96,1.0,2.0,1.0,19.0,0
Byrne,Germany,Male,41.0,560.0,315064.6,31559.38,0.0,1.0,0.0,13.0,0
Tuan,Germany,Female,74.0,640.0,243600.5,78260.86,1.0,1.0,1.0,7.0,0
Pagnotto,France,Female,68.0,491.0,225143.22,237391.98,0.0,1.0,1.0,10.0,0
Yashina,Spain,Female,36.0,651.0,10000.0,193304.86,1.0,2.0,0.0,25.0,0
Meng,Spain,Male,38.0,,10000.0,175419.6,1.0,1.0,1.0,7.0,0
Onio,,Male,,503.0,210525.76,325842.5,1.0,2.0,1.0,,0
Boulger,,Male,37.0,654.0,301220.14,382601.18,0.0,2.0,0.0,7.0,0
Paterson,Germany,Male,42.0,663.0,190497.58,168339.46,1.0,1.0,1.0,16.0,0
Sorokina,France,Female,39.0,595.0,282844.82,313515.62,1.0,1.0,1.0,28.0,0
Butler,Spain,Male,47.0,651.0,10000.0,249617.28,,2.0,,7.0,0
King,Spain,,69.0,646.0,240924.88,90843.74,1.0,1.0,0.0,31.0,0
Sergeyev,Germany,Female,,619.0,210977.84,82893.48,0.0,,1.0,10.0,0
Chidozie,France,Male,45.0,591.0,10000.0,320985.74,1.0,2.0,1.0,16.0,0
Duigan,France,Female,30.0,573.0,10000.0,142380.42,1.0,2.0,0.0,19.0,0
Parrott,Germany,Male,26.0,568.0,235860.56,54191.46,1.0,2.0,0.0,4.0,0
Patterson,France,Male,30.0,751.0,,279644.1,0.0,1.0,,10.0,0
Beatham,Spain,Male,,711.0,10000.0,305440.54,1.0,2.0,1.0,16.0,0
Whittaker,Spain,Male,55.0,650.0,249236.84,69722.26000000001,1.0,1.0,1.0,28.0,0
Tochukwu,France,Male,30.0,749.0,,263103.3,0.0,2.0,,4.0,0
Onwuemelie,France,Female,44.0,751.0,10000.0,351268.98,1.0,2.0,0.0,31.0,0
Obialo,France,Male,44.0,748.0,195823.04,180990.48,0.0,1.0,1.0,7.0,0
Sung,France,Male,37.0,553.0,10000.0,70923.1,1.0,1.0,0.0,4.0,0
Scott,Germany,Female,37.0,505.0,,115387.98,1.0,2.0,1.0,31.0,0
Hamilton,France,Male,37.0,,258696.76,363968.68,0.0,2.0,,19.0,0
Lu,Spain,Female,28.0,471.0,10000.0,54713.94,1.0,2.0,1.0,16.0,0
Jamieson,Spain,,36.0,607.0,206532.6,102832.72,1.0,1.0,1.0,13.0,0
Bellucci,France,Male,53.0,699.0,10000.0,232615.96,0.0,2.0,1.0,13.0,0
Smith,France,Male,29.0,658.0,170525.2,51225.64,1.0,1.0,1.0,13.0,0
Wan,France,Male,38.0,611.0,152037.2,14888.58,1.0,2.0,0.0,13.0,0
Fiorentini,Spain,Male,41.0,766.0,208416.92,134804.76,1.0,2.0,0.0,19.0,0
Greece,Germany,Male,28.0,489.0,168921.96,,1.0,2.0,1.0,4.0,0
Power,France,Male,29.0,681.0,10000.0,142734.66,1.0,,0.0,25.0,0
Akeroyd,France,Female,41.0,661.0,10000.0,,0.0,2.0,1.0,4.0,0
Miah,France,Male,50.0,582.0,307884.0,243888.6,,1.0,1.0,7.0,0
Buckley,France,Male,35.0,642.0,,254509.72,0.0,1.0,1.0,7.0,0
Bennett,Germany,Male,37.0,498.0,226865.76,39730.1,1.0,2.0,1.0,25.0,0
Fleetwood-Smith,Spain,Male,18.0,677.0,279593.74,239717.8,1.0,2.0,1.0,25.0,0
Jamieson,France,Female,38.0,572.0,,,1.0,2.0,1.0,22.0,0
Vasilyeva,Spain,Female,29.0,590.0,208500.16,269258.82,1.0,1.0,1.0,31.0,0
Onyemauchechi,Spain,Male,30.0,581.0,116583.72,403164.56,0.0,,0.0,1.0,0
Moore,France,Female,29.0,535.0,234734.68,381261.52,1.0,1.0,0.0,7.0,0
Bruce,France,Male,42.0,645.0,206596.36,11352.12,1.0,1.0,1.0,13.0,0
Onuoha,France,Male,41.0,649.0,,271134.04000000004,0.0,2.0,,1.0,0
Cumbrae-Stewart,Spain,Female,26.0,679.0,163108.12,379600.54,1.0,1.0,1.0,10.0,0
DeRose,France,Male,39.0,492.0,10000.0,152646.46,0.0,2.0,1.0,22.0,0
Kamdibe,France,Female,37.0,648.0,,398477.84,1.0,2.0,0.0,22.0,0
Chidimma,Germany,Female,52.0,,183783.68,191755.52,1.0,1.0,0.0,13.0,0
Pisani,Spain,Male,31.0,470.0,121465.84,217585.06,1.0,2.0,1.0,13.0,0
Benford,France,Female,39.0,675.0,10000.0,176838.3,0.0,2.0,0.0,19.0,0
Swayne,Spain,Male,29.0,613.0,10000.0,277794.64,0.0,2.0,1.0,1.0,0
Graham,France,Male,43.0,728.0,10000.0,90047.4,1.0,2.0,0.0,22.0,0
Sabbatini,,Male,41.0,,10000.0,208272.98,1.0,2.0,1.0,19.0,0
Hamilton,France,Male,30.0,694.0,299368.06,73610.98000000001,1.0,1.0,1.0,31.0,0
Scott,France,,29.0,695.0,10000.0,23540.88,1.0,2.0,1.0,16.0,0
Gordon,France,Male,44.0,658.0,,38357.46,1.0,1.0,1.0,7.0,0
Okechukwu,Spain,Male,19.0,613.0,10000.0,363806.7,1.0,1.0,1.0,16.0,0
Bergamaschi,Germany,Female,26.0,595.0,247095.44,312384.36,1.0,1.0,,25.0,0
Chao,France,Female,44.0,707.0,10000.0,395084.34,1.0,2.0,1.0,19.0,0
Johnson,Spain,Female,32.0,825.0,10000.0,95870.3,1.0,2.0,1.0,4.0,0
Austin,Spain,Female,33.0,550.0,155576.06,217216.12,1.0,1.0,1.0,28.0,0
King,France,Male,39.0,,,405846.1,,2.0,0.0,,0
Li,Germany,Female,34.0,461.0,137327.86,345568.56,0.0,1.0,1.0,16.0,0
Jibunoh,Spain,Female,43.0,807.0,10000.0,181046.48,0.0,2.0,1.0,1.0,0
Gonzalez,France,Female,29.0,602.0,187628.8,134975.94,1.0,2.0,1.0,10.0,0
Kwemtochukwu,France,Male,25.0,658.0,10000.0,357896.8,0.0,2.0,1.0,10.0,0
Kelly,Spain,,38.0,,216514.28,326689.26,0.0,1.0,0.0,1.0,0
Tao,Spain,Female,38.0,804.0,258394.44,,1.0,1.0,0.0,10.0,0
Milanesi,France,Male,,643.0,,210608.26,0.0,2.0,1.0,22.0,0
Kemp,France,Male,24.0,808.0,,358214.08,1.0,1.0,0.0,13.0,0
Capon,France,Female,32.0,758.0,178757.8,160792.86,1.0,1.0,1.0,7.0,0
Ko,,,41.0,537.0,286612.68,223522.94,,1.0,0.0,10.0,0
Chiedozie,Germany,Male,68.0,656.0,317090.22,383149.36,1.0,1.0,1.0,22.0,0
Walker,Germany,Male,33.0,775.0,177003.32,,1.0,2.0,0.0,10.0,0
McDonald,Germany,Female,38.0,593.0,181253.2,260159.3,1.0,1.0,1.0,16.0,0
Ma,Germany,Female,33.0,580.0,273294.02,169550.38,0.0,2.0,0.0,22.0,0
Rice,France,Female,29.0,716.0,185892.78,375063.48,1.0,1.0,1.0,31.0,0
Pirozzi,France,Female,24.0,597.0,216438.94,130840.14,1.0,1.0,0.0,4.0,0
Cartagena,France,Female,31.0,489.0,,22241.68,0.0,1.0,1.0,22.0,0
Sutherland,France,Female,27.0,518.0,277602.98,296631.14,1.0,1.0,1.0,4.0,0
Duncan,Spain,Male,39.0,741.0,,358455.32,,2.0,1.0,22.0,0
Schnaars,Spain,Male,46.0,770.0,391356.04,39450.72,1.0,1.0,1.0,28.0,0
Davidson,France,,58.0,707.0,214693.72,239345.28,1.0,1.0,1.0,10.0,0
Ugochukwutubelum,Germany,Female,32.0,594.0,250149.94,335923.58,1.0,2.0,1.0,13.0,0
Rearick,Spain,Male,88.0,513.0,10000.0,115904.48,1.0,2.0,1.0,31.0,0
MacDonald,France,,49.0,837.0,216604.74,111949.14,1.0,1.0,1.0,25.0,0
McDonald,,Female,21.0,589.0,10000.0,121202.88,0.0,2.0,1.0,10.0,0
Suttor,Germany,Male,54.0,751.0,322735.2,242359.84,0.0,2.0,1.0,28.0,0
Yuriev,Germany,Male,70.0,775.0,249369.76,159064.04,1.0,2.0,1.0,19.0,0
Gorbunov,France,Male,22.0,663.0,10000.0,273654.3,0.0,2.0,,19.0,0
Johnstone,Spain,Female,47.0,622.0,294638.06,210366.1,0.0,1.0,0.0,19.0,0
Collier,Germany,Male,29.0,688.0,299107.0,296909.9,1.0,2.0,0.0,28.0,0
Lawley,Germany,Female,42.0,667.0,138808.52000000002,62044.74,0.0,2.0,0.0,31.0,0
Walker,France,,63.0,486.0,204018.3,,1.0,,1.0,28.0,0
Mao,Germany,Male,33.0,530.0,160484.56,213389.34,0.0,1.0,1.0,28.0,0
Smith,France,Male,34.0,650.0,222011.08,295990.64,0.0,1.0,1.0,13.0,0
Wofford,France,Male,30.0,643.0,198887.54,341228.8,1.0,1.0,1.0,16.0,0
Carslaw,France,Male,30.0,692.0,10000.0,270973.14,0.0,2.0,1.0,7.0,0
Calabrese,France,Male,47.0,727.0,10000.0,396610.7,1.0,2.0,0.0,22.0,0
Pruneda,Spain,Male,36.0,649.0,10000.0,333336.3,1.0,2.0,0.0,25.0,0
Wyatt,Germany,Male,,633.0,244824.7,70677.88,0.0,1.0,0.0,19.0,0
Chukwuebuka,Spain,Male,29.0,596.0,10000.0,,1.0,2.0,1.0,7.0,0
Walton,Spain,Female,57.0,519.0,248070.7,69743.58,1.0,2.0,1.0,7.0,0
Li,France,Female,33.0,758.0,10000.0,175992.94,0.0,2.0,0.0,22.0,0
Mason,Spain,Female,60.0,525.0,10000.0,346069.8,0.0,2.0,1.0,22.0,0
McKay,Spain,Male,32.0,644.0,283319.48,38375.56,1.0,1.0,1.0,10.0,0
Ulyanov,,Female,32.0,786.0,218672.86,,0.0,2.0,0.0,7.0,0
Matveyeva,France,Female,39.0,625.0,271573.84,252632.14,0.0,1.0,1.0,10.0,0
Ali,France,Male,41.0,749.0,125137.88,132256.58000000002,1.0,1.0,1.0,16.0,0
K'ung,France,Male,36.0,703.0,10000.0,227581.9,1.0,2.0,0.0,7.0,0
Sutherland,France,Female,27.0,518.0,277602.98,296631.14,1.0,1.0,1.0,4.0,0
Hsiung,Spain,Male,62.0,550.0,171855.12,138981.34,0.0,1.0,1.0,22.0,0
Artemyeva,Germany,Female,35.0,711.0,,251172.64,1.0,1.0,1.0,7.0,0
Lazareva,Germany,Male,36.0,678.0,301495.34,189133.48,0.0,2.0,1.0,10.0,0
Chin,France,Male,64.0,543.0,10000.0,,,2.0,1.0,13.0,0
Chienezie,Spain,Male,39.0,621.0,10000.0,82245.92,1.0,2.0,0.0,25.0,0
Knight,Spain,Male,35.0,744.0,10000.0,96073.2,1.0,2.0,1.0,22.0,0
Wyatt,France,Female,35.0,507.0,10000.0,,0.0,2.0,0.0,4.0,0
Pettit,France,Female,43.0,653.0,10000.0,24661.18,1.0,2.0,1.0,19.0,0
Kilgour,France,Female,66.0,775.0,10000.0,145244.68,1.0,2.0,1.0,28.0,0
Akubundu,France,Female,24.0,850.0,10000.0,36319.8,1.0,2.0,1.0,19.0,0
Roberts,France,Female,35.0,567.0,342236.9,265654.36,1.0,2.0,0.0,,0
Tao,Spain,Female,38.0,804.0,258394.44,,1.0,1.0,0.0,10.0,0
Johnstone,France,Male,44.0,550.0,,62514.02,1.0,2.0,0.0,28.0,0
Nucci,Spain,Female,25.0,699.0,10000.0,114808.94,1.0,2.0,1.0,25.0,0
Milne,France,,43.0,614.0,10000.0,,1.0,2.0,1.0,19.0,0
Persse,France,Male,42.0,,293285.84,354299.52,1.0,2.0,0.0,7.0,0
H?,France,Male,38.0,646.0,10000.0,13056.8,1.0,2.0,0.0,22.0,0
Garner,Germany,Female,41.0,687.0,318014.42,326816.46,1.0,1.0,0.0,7.0,0
Burton,France,Female,37.0,665.0,330779.64,377084.16,0.0,1.0,1.0,16.0,0
Greece,Germany,Female,31.0,556.0,267327.62,260166.58,,2.0,0.0,4.0,0
Fane,France,,40.0,769.0,277742.1,111136.04,1.0,1.0,1.0,28.0,0
Williams,France,Male,,814.0,10000.0,325645.08,0.0,2.0,0.0,25.0,0
Munz,France,Female,60.0,452.0,,295926.58,1.0,1.0,1.0,,0
Hibbins,Spain,Male,32.0,647.0,171916.72,267181.46,1.0,1.0,1.0,28.0,0
Korovina,France,Female,38.0,726.0,10000.0,23574.96,0.0,2.0,0.0,13.0,0
Shelton,France,Male,66.0,850.0,10000.0,138701.6,0.0,2.0,1.0,13.0,0
Stewart,France,Female,40.0,582.0,10000.0,131908.9,1.0,3.0,1.0,28.0,0
Obijiaku,Spain,Male,38.0,597.0,10000.0,92606.58,,2.0,0.0,4.0,0
Otitodilinna,Germany,Male,27.0,716.0,255104.68,145222.72,1.0,2.0,,4.0,0
Torres,Spain,Male,27.0,714.0,10000.0,268260.18,1.0,3.0,1.0,10.0,0
Rossi,France,Male,28.0,714.0,255448.74,144114.54,1.0,1.0,1.0,19.0,0
Pagnotto,,Male,57.0,664.0,10000.0,123125.14,1.0,2.0,1.0,4.0,0
Lo Duca,France,Female,39.0,748.0,324743.08,205468.6,0.0,1.0,1.0,10.0,0
Frolov,Spain,,29.0,626.0,10000.0,108723.68,1.0,2.0,0.0,22.0,0
Teng,France,Male,42.0,519.0,10000.0,212971.44,1.0,2.0,1.0,25.0,0
Boyle,France,Female,33.0,544.0,10000.0,258226.08,1.0,2.0,1.0,19.0,0
Wu,France,Female,31.0,715.0,231162.58,199430.48,1.0,1.0,1.0,,0
Williamson,Germany,Male,33.0,666.0,258250.52,173769.6,1.0,1.0,0.0,7.0,0
Palermo,France,Male,29.0,751.0,305475.26,199902.54,0.0,1.0,1.0,31.0,0
Fedorov,France,Male,34.0,680.0,10000.0,201373.2,1.0,2.0,1.0,28.0,0
Loggia,Spain,Male,38.0,683.0,262305.68,40757.5,0.0,1.0,0.0,10.0,0
Tretiakova,Spain,Female,,631.0,186323.7,265261.76,1.0,2.0,0.0,7.0,0
Thomson,France,Female,78.0,635.0,105072.8,248800.16,1.0,1.0,1.0,19.0,0
Li,France,Female,35.0,588.0,10000.0,320970.48,1.0,,1.0,1.0,0
Lombardo,Germany,Male,28.0,,243246.62,129810.58,0.0,1.0,1.0,7.0,0
Lucchesi,Spain,Male,20.0,790.0,10000.0,346305.52,1.0,2.0,0.0,25.0,0
Becker,Spain,Female,39.0,425.0,10000.0,291882.94,1.0,2.0,0.0,16.0,0
Abron,France,Male,41.0,708.0,10000.0,266801.24,1.0,1.0,,1.0,0
Root,France,Female,34.0,603.0,10000.0,345832.7,1.0,2.0,0.0,,0
Hsu,Spain,Male,29.0,515.0,312025.1,29541.94,1.0,2.0,0.0,13.0,0
Beluchi,France,Male,47.0,746.0,294764.06,134173.24,1.0,1.0,1.0,25.0,0
Miranda,Germany,Male,21.0,727.0,316689.44,336591.74,1.0,1.0,1.0,25.0,0
Bazile,Germany,Male,33.0,686.0,293836.18,378072.94,0.0,2.0,1.0,28.0,0
T'ang,Germany,Male,39.0,698.0,276382.38,116578.98,0.0,2.0,1.0,28.0,0
Lettiere,France,Male,51.0,661.0,303213.2,146043.8,1.0,1.0,1.0,19.0,0
Brown,France,Male,19.0,792.0,296781.02,76565.68,1.0,1.0,0.0,22.0,0
Lucchesi,Spain,Male,20.0,790.0,10000.0,346305.52,1.0,2.0,0.0,25.0,0
Grant,France,Female,38.0,850.0,10000.0,28030.14,1.0,2.0,0.0,7.0,0
Allan,France,Male,24.0,,10000.0,370659.66,0.0,2.0,0.0,13.0,0
Clogstoun,France,Male,43.0,,332513.06,290143.14,1.0,1.0,1.0,13.0,0
Law,France,Female,24.0,636.0,10000.0,87661.44,0.0,2.0,1.0,28.0,0
Kung,France,Male,36.0,681.0,293904.14,380288.16,1.0,1.0,1.0,16.0,0
Wilson,France,Female,37.0,652.0,10000.0,296786.48,1.0,2.0,0.0,13.0,0
Kennedy,,Female,28.0,524.0,10000.0,304201.44,0.0,2.0,1.0,22.0,0
Williamson,Germany,Male,32.0,598.0,257877.2,407788.84,1.0,2.0,,28.0,0
Lindsay,Germany,Male,29.0,752.0,269029.98,215860.92,1.0,1.0,1.0,13.0,0
Smith,France,Female,67.0,585.0,237957.94,196292.22,0.0,2.0,1.0,16.0,0
Millar,Spain,Female,26.0,542.0,10000.0,119739.08,1.0,2.0,1.0,,0
Ugochukwu,France,,38.0,700.0,141925.26,211900.96,1.0,1.0,1.0,28.0,0
Kang,France,Male,26.0,545.0,10000.0,323196.46,0.0,2.0,1.0,22.0,0
Voronkov,France,Female,30.0,571.0,181511.72,300231.9,1.0,1.0,0.0,13.0,0
Nixon,France,Female,29.0,711.0,270362.94,73622.88,1.0,2.0,0.0,10.0,0
Obialo,France,Male,33.0,630.0,10000.0,139609.18,1.0,2.0,0.0,28.0,0
Ojiofor,Spain,Male,28.0,639.0,10000.0,263122.14,1.0,2.0,0.0,25.0,0
Yobachi,France,Male,44.0,667.0,254555.74,193621.42,1.0,1.0,,25.0,0
Onuoha,France,Male,41.0,649.0,,271134.04000000004,0.0,2.0,,1.0,0
Seleznyov,Germany,Male,75.0,605.0,132639.26,383310.22,0.0,1.0,1.0,7.0,0
Howey,France,Female,27.0,,10000.0,25639.52,0.0,1.0,0.0,19.0,0
Eberegbulam,France,Male,43.0,647.0,10000.0,166976.78,,2.0,1.0,28.0,0
Osonduagwuike,France,Female,37.0,654.0,10000.0,152984.56,0.0,1.0,1.0,16.0,0
Gallagher,Germany,Female,19.0,572.0,287314.16,42323.64,1.0,1.0,1.0,4.0,0
Wu,France,Female,30.0,633.0,10000.0,93284.58,0.0,2.0,0.0,19.0,0
Sherman,France,Female,33.0,759.0,10000.0,123167.76,1.0,2.0,0.0,7.0,0
Ramos,France,Male,22.0,696.0,,406065.86,1.0,1.0,1.0,28.0,0
Gorbunova,France,Male,38.0,489.0,10000.0,403981.58,0.0,2.0,1.0,25.0,0
Storey,Germany,Male,25.0,643.0,240285.8,306197.9,1.0,1.0,1.0,13.0,0
Johnson,France,Male,28.0,775.0,232335.4,308662.02,1.0,1.0,0.0,28.0,0
Chukwuemeka,France,Female,38.0,722.0,10000.0,345969.44,0.0,2.0,1.0,,0
Chinedum,France,Male,34.0,765.0,193670.32,286560.34,0.0,1.0,0.0,28.0,0
Han,France,Female,,605.0,10000.0,11381.68,0.0,1.0,1.0,19.0,0
Kalinin,France,Male,30.0,723.0,258239.08,334396.64,1.0,1.0,0.0,10.0,0
Calabresi,France,Male,42.0,743.0,164004.4,170856.84,1.0,2.0,1.0,,0
Endrizzi,Spain,Female,33.0,738.0,254268.8,65735.18,0.0,2.0,1.0,10.0,0
Mazzanti,France,Male,27.0,718.0,10000.0,62458.48,0.0,2.0,0.0,7.0,0
Chiu,Spain,Male,29.0,577.0,10000.0,347848.82,1.0,1.0,1.0,7.0,0
Tan,Spain,Male,44.0,593.0,10000.0,266093.96,1.0,1.0,0.0,16.0,0
Ponomaryov,Germany,,,530.0,209896.9,204677.24,0.0,1.0,1.0,1.0,0
Buccho,,Female,,776.0,217538.44,398198.24,1.0,2.0,0.0,7.0,0
Burgess,Spain,Male,39.0,702.0,10000.0,209308.26,,2.0,0.0,25.0,0
Yao,France,Male,28.0,439.0,231952.46,287053.92,1.0,2.0,0.0,22.0,0
Iadanza,France,Male,34.0,635.0,279384.8,177546.04,1.0,,1.0,10.0,0
H?,Spain,Male,25.0,741.0,10000.0,157747.3,1.0,2.0,1.0,13.0,0
Butcher,,Male,38.0,827.0,10000.0,216610.02,0.0,2.0,0.0,16.0,0
McGregor,,Male,38.0,718.0,10000.0,86616.68,1.0,2.0,0.0,22.0,0
Black,France,Female,40.0,653.0,10000.0,81591.7,1.0,2.0,0.0,1.0,0
Lysaght,France,Male,34.0,755.0,10000.0,327632.06,1.0,2.0,1.0,10.0,0
Kerr,Germany,Male,54.0,724.0,354384.98,283804.02,1.0,1.0,1.0,25.0,0
Graham,France,Male,29.0,693.0,312705.48,404291.78,0.0,1.0,0.0,7.0,0
Endrizzi,France,Male,58.0,739.0,213158.56,154337.06,1.0,1.0,1.0,7.0,0
Napolitani,France,,27.0,,10000.0,71092.8,1.0,2.0,0.0,16.0,0
Hanson,France,Female,29.0,626.0,221534.56,92209.64,0.0,2.0,0.0,13.0,0
Phillips,France,Male,28.0,667.0,341596.2,304181.8,1.0,1.0,0.0,19.0,0
Duncan,France,Female,39.0,486.0,205638.72,251062.62,0.0,1.0,1.0,25.0,0
Padovano,France,Female,36.0,768.0,292669.9,261741.0,0.0,1.0,1.0,10.0,0
Dobbs,Spain,Male,33.0,582.0,10000.0,155941.86,0.0,2.0,1.0,19.0,0
Marchesi,France,Female,66.0,515.0,10000.0,331326.22,1.0,2.0,1.0,19.0,0
Anderson,Spain,Male,58.0,671.0,367427.96,53536.42,1.0,1.0,1.0,4.0,0
Rivers,Germany,Male,35.0,652.0,218031.08,120415.76,1.0,2.0,1.0,22.0,0
Iloabuchi,France,Male,33.0,637.0,301463.66,228438.86,0.0,1.0,1.0,7.0,0
Olsen,France,Male,37.0,580.0,,164217.32,0.0,2.0,1.0,28.0,0
Walker,,Female,22.0,716.0,10000.0,195213.96,1.0,2.0,1.0,25.0,0
King,France,Female,,,180450.42,139022.88,0.0,1.0,1.0,4.0,0
Hu,France,,37.0,656.0,,145681.62,0.0,2.0,1.0,7.0,0
Keldie,France,Female,48.0,671.0,249539.54,142065.3,0.0,1.0,1.0,19.0,0
Yuan,Spain,Female,21.0,,181636.36,276204.6,1.0,1.0,1.0,4.0,0
K'ung,Spain,Female,62.0,612.0,344053.22,395784.1,1.0,2.0,1.0,1.0,0
Read,France,Female,26.0,678.0,10000.0,100887.36,1.0,2.0,0.0,4.0,0
Clark,France,Female,26.0,510.0,282428.16,329484.66,0.0,1.0,,19.0,0
Calabrese,France,Male,30.0,833.0,10000.0,293721.24,1.0,2.0,0.0,4.0,0
Wynne,Germany,Female,28.0,766.0,135435.68,36364.86,1.0,2.0,1.0,10.0,0
Maclean,,Female,73.0,646.0,204518.5,219439.32,0.0,1.0,1.0,19.0,0
French,France,Male,33.0,627.0,10000.0,217475.64,1.0,2.0,1.0,16.0,0
Obiuto,France,Male,37.0,798.0,10000.0,231566.56,0.0,3.0,0.0,25.0,0
Endrizzi,France,Male,54.0,744.0,197612.62,290137.54,0.0,2.0,1.0,19.0,0
Sozonov,Spain,Male,43.0,838.0,256211.76,301531.66,1.0,2.0,0.0,28.0,0
Stephenson,France,Female,43.0,646.0,296123.76,,1.0,1.0,0.0,,0
Cavenagh,,Male,39.0,729.0,252809.28,329236.34,1.0,1.0,1.0,13.0,0
Romano,Spain,,63.0,651.0,269937.34,33661.06,1.0,,1.0,,0
Golubeva,France,Male,39.0,625.0,10000.0,209601.74,1.0,1.0,0.0,16.0,0
Wilson,Germany,Male,,698.0,203562.78,316747.42,1.0,1.0,1.0,25.0,0
Nnamutaezinwa,Germany,Female,38.0,539.0,174815.02,36246.82,1.0,1.0,0.0,25.0,0
Genovesi,Spain,Male,36.0,,181536.84,59605.54,1.0,1.0,1.0,19.0,0
Lorenzo,Spain,Male,36.0,792.0,194280.3,144937.34,0.0,1.0,1.0,16.0,0
Ts'ai,Germany,Male,24.0,,225275.94,349011.66,,2.0,1.0,19.0,0
Ch'ang,France,Female,26.0,641.0,193095.68,,0.0,2.0,1.0,13.0,0
